Target,PE_Firm,Entry_Transaction_ID,Entry_Date,Exit_Transaction_ID,Exit_Date,reprisk_id,Company,sectors,no_reported_risk_exposure
"ecoATM, LLC","Apollo Global Management, Inc. (NYSE:APO)",,,SPTRD1704010,2020-02-10,1403409,"ecoATM, LLC",Software and Computer Services,True
"EcoMom, Inc.",Lambert Media Group,SPTRD867864,2010-09-30,,,1147228,"EcoMom, Inc.",Food and Beverage,True
"EcoMom, Inc.","EcoMom, Inc.",,,SPTRD867864,2010-09-30,1147228,"EcoMom, Inc.",Food and Beverage,True
"eDiets.com, Inc.","Prides Capital Fund I, L.P.",SPTRD416632,2006-08-01,,,21831,"eDiets.com, Inc.",Retail,True
"eDiets.com, Inc.","Prides Capital Partners, LLC",SPTRD416632,2006-08-01,,,21831,"eDiets.com, Inc.",Retail,True
"eDiets.com, Inc.","eDiets.com, Inc. (:DIET)",,,SPTRD416632,2006-08-01,21831,"eDiets.com, Inc.",Retail,True
Education Group,"Mhe Acquisition, LLC",SPTRD168054,2013-03-22,,,1589637,Education Group,Personal and Household Goods,True
Education Group,S&P Global Inc. (NYSE:SPGI),,,SPTRD168054,2013-03-22,1589637,Education Group,Personal and Household Goods,True
"EF Johnson Technologies, Inc.",JVCKENWOOD Corporation (TSE:6632),SPTRD313237,2014-03-24,,,43302,"EF Johnson Technologies, Inc.",Technology Hardware and Equipment,True
"EF Johnson Technologies, Inc.","Francisco Partners II, L.P.",SPTRD397932,2010-08-12,SPTRD313237,2014-03-24,43302,"EF Johnson Technologies, Inc.",Technology Hardware and Equipment,True
"EF Johnson Technologies, Inc.","Francisco Partners Management, L.P.",SPTRD397932,2010-08-12,SPTRD313237,2014-03-24,43302,"EF Johnson Technologies, Inc.",Technology Hardware and Equipment,True
"EF Johnson Technologies, Inc.",Wellington Management Group LLP,,,SPTRD397932,2010-08-12,43302,"EF Johnson Technologies, Inc.",Technology Hardware and Equipment,True
"EF Johnson Technologies, Inc.","First Wilshire Securities Management, Inc.",,,SPTRD397932,2010-08-12,43302,"EF Johnson Technologies, Inc.",Technology Hardware and Equipment,True
"EF Johnson Technologies, Inc.","Heartland Advisors, Inc.",,,SPTRD397932,2010-08-12,43302,"EF Johnson Technologies, Inc.",Technology Hardware and Equipment,True
"EF Johnson Technologies, Inc.","Security Investors, LLC",,,SPTRD397932,2010-08-12,43302,"EF Johnson Technologies, Inc.",Technology Hardware and Equipment,True
"EF Johnson Technologies, Inc.","Francisco Partners Parallel Fund II, L.P.",,,SPTRD313237,2014-03-24,43302,"EF Johnson Technologies, Inc.",Technology Hardware and Equipment,True
"eLandia International, Inc.",eLandia International Inc. (:ELAN),SPTRD625170,2011-03-31,,,21153,"eLandia International, Inc.",Software and Computer Services,False
"eLandia International, Inc.",Kelton Investments Limited,,,SPTRD625170,2011-03-31,21153,"eLandia International, Inc.",Software and Computer Services,False
"eLandia International, Inc.",Stanford International Bank Ltd.,,,SPTRD625170,2011-03-31,21153,"eLandia International, Inc.",Software and Computer Services,False
"Electric Lightwave, LLC","Electric Lightwave Holdings, Inc.",SPTRD127988,2006-07-31,,,1053203,"Electric Lightwave, LLC",Telecommunications,True
"Electric Lightwave, LLC","Frontier Communications Parent, Inc. (NASDAQGS:FYBR)",,,SPTRD127988,2006-07-31,1053203,"Electric Lightwave, LLC",Telecommunications,True
"Ellie Mae, Inc.","Thoma Bravo, L.P.",SPTRD1541601,2019-04-16,SPTRD1759274,2020-09-04,99034,"Ellie Mae, Inc.",Software and Computer Services,True
"Ellie Mae, Inc.","Intercontinental Exchange, Inc. (NYSE:ICE)",SPTRD1759274,2020-09-04,,,99034,"Ellie Mae, Inc.",Software and Computer Services,True
"Ellie Mae, Inc.","ICE Mortgage Technology, Inc. (:ELLI)",,,SPTRD1541601,2019-04-16,99034,"Ellie Mae, Inc.",Software and Computer Services,True
Ellora Energy Inc.,Exxon Mobil Corporation (NYSE:XOM),SPTRD437541,2010-08-31,,,17692,Ellora Energy Inc.,Oil and Gas,False
Ellora Energy Inc.,"Yorktown Energy Partners V, L.P.",,,SPTRD437541,2010-08-31,17692,Ellora Energy Inc.,Oil and Gas,False
Ellora Energy Inc.,"Yorktown Energy Partners VI, L.P.",,,SPTRD437541,2010-08-31,17692,Ellora Energy Inc.,Oil and Gas,False
Ellora Energy Inc.,Yorktown Partners LLC,,,SPTRD437541,2010-08-31,17692,Ellora Energy Inc.,Oil and Gas,False
"Empire Resorts, Inc.","Concord Associates, L.P.",SPTRD970803,2007-01-03,,,38350,"Empire Resorts, Inc.",Gambling,True
"Empire Resorts, Inc.","Empire Resorts, Inc. (:NYNY)",,,SPTRD970803,2007-01-03,38350,"Empire Resorts, Inc.",Gambling,True
"Empower AI, Inc.",HIG Middle Market LBO Fund II,SPTRD346204,2017-08-15,,,2604227,"Empower AI, Inc.",Software and Computer Services,True
"Empower AI, Inc.","H.I.G. Capital, LLC",SPTRD346204,2017-08-15,,,2604227,"Empower AI, Inc.",Software and Computer Services,True
"Empower AI, Inc.",Narang Holdings LLC,,,SPTRD346204,2017-08-15,2604227,"Empower AI, Inc.",Software and Computer Services,True
"En-Touch Systems, Inc.","BV Investment Partners, L.P.",SPTRD129837,2006-11-30,,,2457062,"En-Touch Systems, Inc.",Telecommunications,True
"En-Touch Systems, Inc.","RCN Telecom Services, LLC",SPTRD1767455,2020-09-18,,,2457062,"En-Touch Systems, Inc.",Telecommunications,True
"En-Touch Systems, Inc.","Grande Communications Networks, LLC",SPTRD1767455,2020-09-18,,,2457062,"En-Touch Systems, Inc.",Telecommunications,True
"En-Touch Systems, Inc.","Wave Broadband, LLC",SPTRD1767455,2020-09-18,,,2457062,"En-Touch Systems, Inc.",Telecommunications,True
"En-Touch Systems, Inc.","En-Touch Systems, Inc.",,,SPTRD1767455,2020-09-18,2457062,"En-Touch Systems, Inc.",Telecommunications,True
"Encore Capital Group, Inc.",FPK Capital,SPTRD724635,2007-05-10,,,13778,"Encore Capital Group, Inc.",Financial Services,False
"Encore Capital Group, Inc.",J.C. Flowers & Co. LLC,SPTRD724635,2007-05-10,,,13778,"Encore Capital Group, Inc.",Financial Services,False
"Encore Capital Group, Inc.",The Wendy's Company (NASDAQGS:WEN),,,SPTRD724635,2007-05-10,13778,"Encore Capital Group, Inc.",Financial Services,False
"Encore Capital Group, Inc.",Madison West Associates Corp.,,,SPTRD724635,2007-05-10,13778,"Encore Capital Group, Inc.",Financial Services,False
"Encore Capital Group, Inc.",C P International Investments Ltd.,,,SPTRD724635,2007-05-10,13778,"Encore Capital Group, Inc.",Financial Services,False
"Encore Capital Group, Inc.",The Leni and Peter May Family Foundation,,,SPTRD724635,2007-05-10,13778,"Encore Capital Group, Inc.",Financial Services,False
"EnergySolutions, Inc.",TriArtisan Capital Advisors LLC,SPTRD1919139,2022-05-16,,,7079,"EnergySolutions, Inc.",Support Services (Industrial Goods and Services),False
"EnergySolutions, Inc.","Energy Capital Partners, LLC",SPTRD414840,2013-05-24,SPTRD1919139,2022-05-16,7079,"EnergySolutions, Inc.",Support Services (Industrial Goods and Services),False
"EnergySolutions, Inc.","Energy Capital Partners II, LP",SPTRD414840,2013-05-24,,,7079,"EnergySolutions, Inc.",Support Services (Industrial Goods and Services),False
"EnergySolutions, Inc.",Lindsay Goldberg LLC,SPTRD962314,2005-02-01,SPTRD1760299,2010-12-31,7079,"EnergySolutions, Inc.",Support Services (Industrial Goods and Services),False
"EnergySolutions, Inc.","Peterson Partners, LLC",SPTRD962314,2005-02-01,,,7079,"EnergySolutions, Inc.",Support Services (Industrial Goods and Services),False
"EnergySolutions, Inc.","EnergySolutions, Inc. (:ES)",,,SPTRD962314,2005-02-01,7079,"EnergySolutions, Inc.",Support Services (Industrial Goods and Services),False
"EnergySolutions, Inc.","ValueAct Capital Management, L.P.",,,SPTRD414840,2013-05-24,7079,"EnergySolutions, Inc.",Support Services (Industrial Goods and Services),False
"EnergySolutions, Inc.","BlackRock, Inc. (NYSE:BLK)",,,SPTRD414840,2013-05-24,7079,"EnergySolutions, Inc.",Support Services (Industrial Goods and Services),False
"EnergySolutions, Inc.","Samana Capital, L.P",,,SPTRD414840,2013-05-24,7079,"EnergySolutions, Inc.",Support Services (Industrial Goods and Services),False
"EnergySolutions, Inc.","Carlson Capital, L.P.",,,SPTRD414840,2013-05-24,7079,"EnergySolutions, Inc.",Support Services (Industrial Goods and Services),False
"Engle Martin & Associates, Inc.","BW Forsyth Partners, LLC",SPTRD593659,2011-04-04,,,1289274,"Engle Martin & Associates, Inc.",Financial Services,True
"Engle Martin & Associates, Inc.","Engle Martin & Associates, Inc.",,,SPTRD593659,2011-04-04,1289274,"Engle Martin & Associates, Inc.",Financial Services,True
"Enpocket, Inc.",Nokia Oyj (HLSE:NOKIA),SPTRD708739,2007-10-05,,,1062833,"Enpocket, Inc.",Support Services (Industrial Goods and Services),True
"Enpocket, Inc.",ALMC hf (:STRB),,,SPTRD708739,2007-10-05,1062833,"Enpocket, Inc.",Support Services (Industrial Goods and Services),True
"Enpocket, Inc.",GrandBanks Capital Inc.,,,SPTRD708739,2007-10-05,1062833,"Enpocket, Inc.",Support Services (Industrial Goods and Services),True
"Enpocket, Inc.","Dolphin Equity Partners, L.P.",,,SPTRD708739,2007-10-05,1062833,"Enpocket, Inc.",Support Services (Industrial Goods and Services),True
"Enpocket, Inc.",Thule Investments,,,SPTRD708739,2007-10-05,1062833,"Enpocket, Inc.",Support Services (Industrial Goods and Services),True
"Enpocket, Inc.","GrandBanks Capital, L.P.",,,SPTRD708739,2007-10-05,1062833,"Enpocket, Inc.",Support Services (Industrial Goods and Services),True
"Enpocket, Inc.","Leader Ventures, L.P.",,,SPTRD708739,2007-10-05,1062833,"Enpocket, Inc.",Support Services (Industrial Goods and Services),True
"Enpocket, Inc.",Leader Ventures,,,SPTRD708739,2007-10-05,1062833,"Enpocket, Inc.",Support Services (Industrial Goods and Services),True
"Enpocket, Inc.","BRV Partners, LLC",,,SPTRD708739,2007-10-05,1062833,"Enpocket, Inc.",Support Services (Industrial Goods and Services),True
"Enservio, Inc.","Audatex North America, LLC",SPTRD214486,2016-07-31,,,227800,"Enservio, Inc.",Software and Computer Services,True
"Enservio, Inc.",Matrix Management Corporation,,,SPTRD214486,2016-07-31,227800,"Enservio, Inc.",Software and Computer Services,True
"Enservio, Inc.","Bain Capital Ventures,LP",,,SPTRD214486,2016-07-31,227800,"Enservio, Inc.",Software and Computer Services,True
"Entertainment Resource, Inc.",Palm Beach Capital,SPTRD758118,2001-10-31,,,1443909,"Entertainment Resource, Inc.",Automobiles and Parts,True
"Entertainment Resource, Inc.","Palm Beach Capital Fund I, L.P.",SPTRD758118,2001-10-31,,,1443909,"Entertainment Resource, Inc.",Automobiles and Parts,True
"Entertainment Resource, Inc.","Entertainment Resource, Inc.",,,SPTRD758118,2001-10-31,1443909,"Entertainment Resource, Inc.",Automobiles and Parts,True
"Envestnet Asset Management, Inc.",LMS Capital plc (LSE:LMS),,,SPTRD429396,2013-10-07,2461528,"Envestnet Asset Management, Inc.",Financial Services,True
"Envestnet Asset Management, Inc.",Gresham House Asset Management Limited,,,SPTRD429396,2013-10-07,2461528,"Envestnet Asset Management, Inc.",Financial Services,True
"Envestnet, Inc.","State Street Global Advisors, Inc.",SPTRD2091308,2024-11-25,,,99184,"Envestnet, Inc.",Software and Computer Services | Financial Services,False
"Envestnet, Inc.","Reverence Capital Partners, L.P.",SPTRD2091308,2024-11-25,,,99184,"Envestnet, Inc.",Software and Computer Services | Financial Services,False
"Envestnet, Inc.","Bain Capital, LP",SPTRD2091308,2024-11-25,,,99184,"Envestnet, Inc.",Software and Computer Services | Financial Services,False
"Envestnet, Inc.","BlackRock, Inc. (NYSE:BLK)",SPTRD2091308,2024-11-25,SPTRD2091308,2024-11-25,99184,"Envestnet, Inc.",Software and Computer Services | Financial Services,False
"Envestnet, Inc.",FMR LLC,SPTRD2091308,2024-11-25,SPTRD2091308,2024-11-25,99184,"Envestnet, Inc.",Software and Computer Services | Financial Services,False
"Envestnet, Inc.","Franklin Resources, Inc. (NYSE:BEN)",SPTRD2091308,2024-11-25,,,99184,"Envestnet, Inc.",Software and Computer Services | Financial Services,False
"Envivio, Inc.",Ericsson AB,SPTRD205398,2015-10-27,,,91193,"Envivio, Inc.",Media,True
"Envivio, Inc.","Envivio, Inc. (:ENVI)",,,SPTRD205398,2015-10-27,91193,"Envivio, Inc.",Media,True
"EPAM Systems, Inc.","RPM Capital Partners, LLC",SPTRD724658,2006-01-20,,,64368,"EPAM Systems, Inc.",Software and Computer Services,False
"EPAM Systems, Inc.","Russia Partners II, LP",SPTRD724658,2006-01-20,,,64368,"EPAM Systems, Inc.",Software and Computer Services,False
"EPAM Systems, Inc.","EPAM Systems, Inc. (NYSE:EPAM)",,,SPTRD724658,2006-01-20,64368,"EPAM Systems, Inc.",Software and Computer Services,False
"Epiq Systems, Inc.",OMERS Private Equity,SPTRD214734,2016-09-30,,,12704,"Epiq Systems, Inc.",Software and Computer Services,False
"Epiq Systems, Inc.","Harvest Partners, LP",SPTRD214734,2016-09-30,,,12704,"Epiq Systems, Inc.",Software and Computer Services,False
"Epiq Systems, Inc.","Epiq Systems, Inc. (:EPIQ)",,,SPTRD214734,2016-09-30,12704,"Epiq Systems, Inc.",Software and Computer Services,False
Equity Office Properties Trust,Blackstone Real Estate Partners,SPTRD127964,2007-02-09,,,69295,Equity Office Properties Trust,Financial Services,True
Equity Office Properties Trust,Vornado Realty Trust (NYSE:VNO),SPTRD411637,,,,69295,Equity Office Properties Trust,Financial Services,True
Equity Office Properties Trust,"Walton Street Capital, L.L.C.",SPTRD411637,,,,69295,Equity Office Properties Trust,Financial Services,True
Equity Office Properties Trust,"Starwood Capital Operations, LLC",SPTRD411637,,,,69295,Equity Office Properties Trust,Financial Services,True
Equity Office Properties Trust,Equity Office Properties Trust (NYSE:EOP),,,SPTRD411637,,69295,Equity Office Properties Trust,Financial Services,True
"Equus Total Return, Inc.",Benton Capital Inc.,SPTRD1755876,2020-07-16,,,43201,"Equus Total Return, Inc.",Financial Services,True
"Equus Total Return, Inc.",The Tokarz Group Advisors LLC,,,SPTRD1755876,2020-07-16,43201,"Equus Total Return, Inc.",Financial Services,True
"Equus Total Return, Inc.","MVC Capital, Inc. (:MVC)",,,SPTRD1755876,2020-07-16,43201,"Equus Total Return, Inc.",Financial Services,True
"ERISA Fiduciary Advisors, Inc.",NFP Corp. (:NFP),SPTRD213004,2016-03-01,,,1256309,"ERISA Fiduciary Advisors, Inc.",Financial Services,True
"ERISA Fiduciary Advisors, Inc.","ERISA Fiduciary Advisors, Inc.",,,SPTRD213004,2016-03-01,1256309,"ERISA Fiduciary Advisors, Inc.",Financial Services,True
"Eschelon Telecom, Inc.","Electric Lightwave Holdings, Inc.",SPTRD131492,2007-08-31,,,608882,"Eschelon Telecom, Inc.",Telecommunications,True
"Eschelon Telecom, Inc.","Eschelon Telecom, Inc. (:ESCH)",,,SPTRD131492,2007-08-31,608882,"Eschelon Telecom, Inc.",Telecommunications,True
Escort Inc.,"American Capital, Ltd. (:ACAS)",SPTRD446626,2003-08-31,SPTRD446691,2005-11-21,1095688,Escort Inc.,Personal and Household Goods,True
Escort Inc.,"Falconhead Capital, LLC",SPTRD446691,2005-11-21,SPTRD457124,2013-10-07,1095688,Escort Inc.,Personal and Household Goods,True
Escort Inc.,"Monomoy Capital Partners II, L.P.",SPTRD457124,2013-10-07,,,1095688,Escort Inc.,Personal and Household Goods,True
Escort Inc.,"Monomoy Capital Management, L.P.",SPTRD457124,2013-10-07,,,1095688,Escort Inc.,Personal and Household Goods,True
Escort Inc.,Escort Inc.,,,SPTRD446626,2003-08-31,1095688,Escort Inc.,Personal and Household Goods,True
"eSolutions, Inc.","Waystar, Inc.",SPTRD1760401,2020-09-23,,,204522,"eSolutions, Inc.",Software and Computer Services,True
"eSolutions, Inc.","Francisco Partners Management, L.P.",SPTRD281145,2015-01-30,SPTRD1760401,2020-09-23,204522,"eSolutions, Inc.",Software and Computer Services,True
"eSolutions, Inc.",WestView Capital Partners,,,SPTRD281145,2015-01-30,204522,"eSolutions, Inc.",Software and Computer Services,True
"Esquire Financial Holdings, Inc.",Endicott Management Company,,,SPTRD1893210,2016-03-03,461460,"Esquire Financial Holdings, Inc.",Banks | Financial Services,True
"etailz, inc.",Kaspien Holdings Inc. (:KSPN),SPTRD235187,2016-10-17,,,1485904,"etailz, inc.",Software and Computer Services,True
"etailz, inc.","Grabbing Gears, LLC",,,SPTRD235187,2016-10-17,1485904,"etailz, inc.",Software and Computer Services,True
"etailz, inc.",WIN Partners LLC,,,SPTRD235187,2016-10-17,1485904,"etailz, inc.",Software and Computer Services,True
"etailz, inc.","KickStart, LLC",,,SPTRD235187,2016-10-17,1485904,"etailz, inc.",Software and Computer Services,True
"Etix, Inc.",OFS Capital Corporation (NASDAQGS:OFS),SPTRD294238,2015-12-15,,,440054,"Etix, Inc.",Software and Computer Services,True
"Etix, Inc.","OFS Capital Management, LLC",SPTRD294238,2015-12-15,,,440054,"Etix, Inc.",Software and Computer Services,True
"Etix, Inc.","Kian Capital Partners, LLC",SPTRD294238,2015-12-15,,,440054,"Etix, Inc.",Software and Computer Services,True
"Etix, Inc.","Etix, Inc.",,,SPTRD294238,2015-12-15,440054,"Etix, Inc.",Software and Computer Services,True
"European Touch Holding, Inc.","American Capital, Ltd. (:ACAS)",SPTRD534085,2001-11-02,,,1825342,"European Touch Holding, Inc.",Chemicals,True
"European Touch Holding, Inc.",Styling Technology Corp. (:STYL),,,SPTRD534085,2001-11-02,1825342,"European Touch Holding, Inc.",Chemicals,True
Evanta Inc.,Leeds Equity Advisors LLC,SPTRD479485,2012-09-28,,,1031448,Evanta Inc.,Support Services (Industrial Goods and Services),True
Evanta Inc.,Dmg Events (Usa) Inc.,,,SPTRD479485,2012-09-28,1031448,Evanta Inc.,Support Services (Industrial Goods and Services),True
EverBank Financial Corp,Teachers Insurance and Annuity Association of America,SPTRD215122,2017-06-09,,,105724,EverBank Financial Corp,Banks,False
EverBank Financial Corp,"New Mountain Capital, L.L.C.",SPTRD871927,2010-02-09,,,105724,EverBank Financial Corp,Banks,False
EverBank Financial Corp,Aquiline Capital Partners LP,SPTRD871927,2010-02-09,,,105724,EverBank Financial Corp,Banks,False
EverBank Financial Corp,"TPG Capital, L.P.",SPTRD871927,2010-02-09,,,105724,EverBank Financial Corp,Banks,False
EverBank Financial Corp,Apriori Capital Partners L.P.,,,SPTRD867808,2015-12-31,105724,EverBank Financial Corp,Banks,False
EverBank Financial Corp,EverBank Financial Corp (:EVER),,,SPTRD215122,2017-06-09,105724,EverBank Financial Corp,Banks,False
"Everpower Wind Holdings, Inc.",Terra Firma Capital Partners Limited,SPTRD147630,2009-11-02,,,164193,"Everpower Wind Holdings, Inc.",Alternative Energy,False
"Everpower Wind Holdings, Inc.","EverPower Wind Holdings, Inc.",,,SPTRD147630,2009-11-02,164193,"Everpower Wind Holdings, Inc.",Alternative Energy,False
"Everyday Health, Inc.","Hercules Capital, Inc. (NYSE:HTGC)",,,SPTRD1713375,2014-12-31,134165,"Everyday Health, Inc.",Media,False
"Everyday Health, Inc.",TCMI Inc.,,,SPTRD297430,,134165,"Everyday Health, Inc.",Media,False
"Everyday Health, Inc.","Foundation Capital, LLC",,,SPTRD297430,,134165,"Everyday Health, Inc.",Media,False
"Everyday Health, Inc.","Revolution, LLC",,,SPTRD297430,,134165,"Everyday Health, Inc.",Media,False
"Everyday Health, Inc.","Rho Capital Partners, Inc.",,,SPTRD297430,,134165,"Everyday Health, Inc.",Media,False
"Everyday Health, Inc.","WF Holding Company, LLC",,,SPTRD297430,,134165,"Everyday Health, Inc.",Media,False
"Evolution Benefits, Inc.","Genstar Capital, LLC",SPTRD153834,2010-07-29,,,1259704,"Evolution Benefits, Inc.",Financial Services,True
"Evolution Benefits, Inc.","WEX Health, Inc.",,,SPTRD153834,2010-07-29,1259704,"Evolution Benefits, Inc.",Financial Services,True
"ExlService Holdings, Inc.",TCMI Inc.,SPTRD1139753,2004-12-29,,,13225,"ExlService Holdings, Inc.",Support Services (Industrial Goods and Services) | Financial Services,False
