SP_ENTITY_NAME,SP_ENTITY_ID,SP_COMPANY_NAME,SP_COMPANY_STATUS,SP_COMPANY_TYPE,SPONSOR_BACKED_INFO,reprisk_id,company_name_reprisk,sectors,no_reported_risk_exposure
CURO Group Holdings Corp. (OTCPK:CURO.Q),7105241,CURO Group Holdings Corp.,Operating,Private Company,"Pending or Current Sponsor-Backed [Atalaya Capital Management LP;OCO Capital Partners LP]

Prior Sponsor-Backed [FFL Partners, LLC]",296112,Curo Group Holdings Corp,Financial Services,False
"Currenex, Inc.",4151506,"Currenex, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Apriori Capital Partners L.P.;TH Lee Putnam Ventures;Saints Capital Services, LLC;Long Ridge Equity Partners LLC;Amerindo Investment Advisors, Inc. Private Equity Group;Shell Internet Ventures BV;Equistone Partners Europe;Tennessee Community Venture Fund LLC]",1256299,Currenex INC,Financial Services,True
"Curves International, Inc.",4161017,"Curves International, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [Revolution Group LLC;Capital Dynamics AG]

Prior Sponsor-Backed [North Castle Partners, LLC]",995500,Curves International Inc,Travel and Leisure,False
"Custom Steel Processing, Inc.",4314919,"Custom Steel Processing, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [C3 Capital Partners, LP]

Prior Sponsor-Backed [Eagle Private Capital, LLC]",1120123,Custom Steel Processing INC,Mining,True
"Customers Bancorp, Inc. (NYSE:CUBI)",4293992,"Customers Bancorp, Inc.",Operating,Public Company,Pending or Current Sponsor-Backed [C&C Alpha Group Limited],117953,Customers Bancorp Inc,Banks,True
"CustomerSat, Inc.",4210595,"CustomerSat, Inc.",Acquired,Private Company,Prior Sponsor-Backed [Cooper Ventures LLC],1068343,"Customersat, Inc.",Support Services (Industrial Goods and Services),True
CVB Financial Corp. (NASDAQGS:CVBF),100224,CVB Financial Corp.,Operating,Public Company,Pending or Current Sponsor-Backed [Neuberger Berman Investment Advisers LLC;Fidelity Management & Research Company LLC],11093,CVB Financial Corp,Financial Services,True
"CVR Energy, Inc. (NYSE:CVI)",4203682,"CVR Energy, Inc.",Operating Subsidiary,Public Company,"Pending or Current Sponsor-Backed [The Vanguard Group, Inc.;BlackRock, Inc. (NYSE:BLK) (NYSE : BLK);Teachers' Private Capital;Icahn Capital LP]

Prior Sponsor-Backed [Goldman Sachs Asset Management, L.P.;Sun Capital Partners, Inc.;Kelso & Company, L.P.;Icahn Associates Corp.;Pegasus Capital Advisors, L.P.;Fidelity Investments;Appaloosa Management L.P.;West Street Capital Partners , Duplicate of KI:110587;Edgewood Holdings, LLC;Vanguard Fiduciary Trust Company]",7451,CVR Energy Inc,Financial Services,False
CW Bancorp (OTCQX:CWBK),4064837,CW Bancorp,Operating,Public Company,Pending or Current Sponsor-Backed [Triumph Investment Funds],2365203,CW Bancorp,Banks,True
"Cyber Digital, Inc. (OTCEM:CYBD)",4150235,"Cyber Digital, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [Laurus Capital Management, LLC;Dutchess Capital;Syncom Management Company, Inc.]",57323,Cyber Digital Inc,Technology Hardware and Equipment,True
"Cybertrust, Inc.",4160388,"Cybertrust, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [J. & W. Seligman & Co. Incorporated;Greylock Partners;OEP Capital Advisors, L.P.;Walden Venture Capital;Rustic Canyon Partners;North Atlantic Capital;Weston Presidio Service Company, LLC;Saints Capital Services, LLC]",1297314,Cybertrust INC,Software and Computer Services,True
"Cymfony, Inc.",4154932,"Cymfony, Inc.",Acquired,Private Company,Never Sponsor-Backed,1478454,Cymfony INC,Software and Computer Services,True
"Cyota, Inc.",4111992,"Cyota, Inc.",Acquired,Private Company,Prior Sponsor-Backed [Bessemer Venture Partners;Israel Seed Partners;Silicom Ventures LLC;Viola Group;Compass Ventures General Group Ltd.;Quan Management LLC;Giza Venture Capital;RRE Ventures LLC;Viola Ventures;JAFCO Investment (Asia Pacific) Ltd.;Dresdner Kleinwort Wasserstein Online Markets Technology Investments;Poalim Ventures Ltd.;Viola Credit],1306304,Cyota INC,Software and Computer Services,True
Cypress Advisors Inc.,4320867,Cypress Advisors Inc.,Operating,Private Company,Never Sponsor-Backed,241227,Cypress Advisors Inc,Financial Services,False
"Cyrq Energy, Inc. (DB:UA8)",4171514,"Cyrq Energy, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Aurarian Capital Management, LLC;Iroquois Capital Management, LLC;Fletcher Asset Management, Inc.;Hudson Bay Capital Management LP;S.A.C. Capital Management, LLC;Heartland Advisors, Inc.;Enable Global Capital, LLC;Polygon Investment Partners LLP]",123118,Cyrq Energy Inc,Alternative Energy,True
"CYS Investments, Inc. (NYSE:CYS)",4158141,"CYS Investments, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Hale Capital Management, L.P.;The Vanguard Group, Inc.;The Cypress Group;BlackRock Fund Advisors]",37904,CYS Investments Inc,Financial Services,True
"Cyxtera Data Centers, Inc. (NASDAQGM:SVVS)",4094885,"Cyxtera Data Centers, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [JPMP Capital, LLC;Pamlico Capital Management, LP;Cardinal Investment Company, Inc.;Sixty Wall Street Fund L.P.;Stonehenge Growth Capital, LLC;Two Rivers Associates, L.L.C;R-H Capital Partners, L.P.;Invesco Private Capital, Inc.;Welsh, Carson, Anderson & Stowe, L.P.;Highbridge Principal Strategies Growth Equity;WCAS Management Corporation;Oak Hill Capital Management, LLC;J.P. Morgan Partners, LLC;Waddell & Reed Financial, Inc. (NYSE:WDR) (NYSE : WDR);BCI Partners, Inc.;ST Telemedia;Advantage Capital Management Corporation;Lerner Enterprises, LLC]",2432620,Cyxtera Data Centers Inc,Telecommunications,True
"D&E Communications, Inc. (NASDAQGM:DECC)",4121448,"D&E Communications, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Edison Partners Management, LLC;TL Ventures;Penn Mezzanine Partners]",86089,D&E Communications Inc,Telecommunications,True
D.H. Blair Investment Banking Corp.,4109662,D.H. Blair Investment Banking Corp.,Operating,Private Company,Never Sponsor-Backed,194556,DH Blair Investment Banking Corp,Financial Services,False
"D.R. Horton, Inc. (NYSE:DHI)",4049266,"D.R. Horton, Inc.",Operating,Public Company,Pending or Current Sponsor-Backed [AREA Property Partners],10996,DR Horton Inc,Construction and Materials | Personal and Household Goods,False
"Dacotah Banks, Inc. (OTCQX:DBIN)",1019181,"Dacotah Banks, Inc.",Operating,Public Company,Never Sponsor-Backed,92982,Dacotah Banks Inc,Financial Services,True
"DailyMe, Inc.",4309657,"DailyMe, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Palladium Equity Partners, LLC]",1083608,Dailyme INC,Telecommunications,True
Dakota Gold Corp. (NYSEAM:DC),28400422,Dakota Gold Corp.,Operating,Public Company,"Pending or Current Sponsor-Backed [Orion Resource Partners (USA), L.P.]",88817,Dakota Gold Corp,Mining,True
"Daktronics, Inc. (NASDAQGS:DAKT)",4096141,"Daktronics, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [Breach Inlet Capital Management, LLC;Alta Fox Capital Management, LLC]",11024,Daktronics Inc,Electronic and Electrical Equipment,True
Dan River Inc (OTCPK:DRVR),4059552,Dan River Inc,Out of Business,Private Company,"Prior Sponsor-Backed [Kelso & Company, L.P.]",1191898,DAN River Inc,Personal and Household Goods,True
Dana Investment Advisors Inc,111417,Dana Investment Advisors Inc,Operating,Private Company,Never Sponsor-Backed,651728,Dana Investment Advisors INc,Financial Services,True
"Danger, Inc.",4222095,"Danger, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [SoftBank Capital;Redpoint Management, LLC;Motorola Solutions Venture Capital;VSP Capital;Orange Ventures;Diamondhead Ventures;Adams Street Partners, LLC;Deutsche Telekom Strategic Investments GmbH;Amidzad Partners;Cipio Partners;Softbank US Ventures Fund VI LP;Plug and Play, LLC;Soda Rock Partners;Innovacom Gestion;ATEL Ventures, Inc.;Motorola Mobility Ventures;Meritech Sub-Management Corporation;Institutional Venture Partners;Mobius Venture Capital, Inc.;inOvate Communications Group;Deutsche Telekom Capital Partners Management GmbH]",1298209,Danger INC,Software and Computer Services,True
"Dapper, Inc.",4272479,"Dapper, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [Altaba Inc. (OTCPK:LBTA) (OTCPK : LBTA)]

Prior Sponsor-Backed [Accel Partners;Kapor Capital;eXeedTechnology]",1480664,Dapper Inc,Software and Computer Services,True
"Daric, Inc.",5262465,"Daric, Inc.",Operating,Private Company,Pending or Current Sponsor-Backed [Goldcrest Investments],1507087,Daric Inc,Media | Software and Computer Services,True
"Dasient, Inc.",4310822,"Dasient, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [GV Management Company, LLC;Westway Capital, LLC;Floodgate Fund, LP;Gaspar Global Ventures;Radar Partners;Benhamou Global Ventures LLC]",1372979,Dasient INC,Software and Computer Services,True
"DATAllegro, Inc.",4329974,"DATAllegro, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Intel Capital Corporation;VR Adviser, LLC;Focus Ventures;The Hillman Company;Palomar Ventures;Icon Management Associates LLC;Adams Capital Management, Inc.]",1305494,Datallegro INC,Software and Computer Services,True
"DataLogic International, Inc. (OTCEM:DLGI)",4151752,"DataLogic International, Inc.",Operating,Public Company,"Prior Sponsor-Backed [Laurus Capital Management, LLC]",59442,Datalogic International Inc,Support Services (Industrial Goods and Services) | Technology Hardware and Equipment,True
"Datanet Communications Group, Inc.",4152362,"Datanet Communications Group, Inc.",Operating,Private Company,Prior Sponsor-Backed [Quadrangle Group LLC],1052183,Datanet Communications Group INC,Telecommunications,True
"Datapipe, Inc.",4158984,"Datapipe, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [American Capital, Ltd. (NASDAQGM:ACAS) (NASDAQGM : ACAS);Small Ventures USA, LP;Goldman Sachs Private Capital Investing;Goldman Sachs Asset Management, L.P.;ABRY Partners, LLC;Bregal Sagemount;Accel-KKR LLC;Millennium TVP Management Company, LLC]",157175,Datapipe Inc,Software and Computer Services,True
"DataSpan, Inc.",4427109,"DataSpan, Inc.",Operating Subsidiary,Private Company,Prior Sponsor-Backed [Capital Southwest Corporation (NASDAQGS:CSWC) (NASDAQGS : CSWC);Bonefish Capital LLC;First Capital Group],1372559,Dataspan INC,Software and Computer Services,True
DCB Financial Corp (NASDAQGM:DCBF),1032889,DCB Financial Corp,Acquired,Private Company,"Prior Sponsor-Backed [1st & Main Growth Partners;JMAC, Inc.;Maltese Capital Management, LLC;Elizabeth Park Capital Advisors, Ltd.]",43666,DCB Financial Corp,Banks,True
"DealAngel, Inc.",4403425,"DealAngel, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Foresight Ventures;Right Side Capital Management, LLC;Techstars Retail Accelerator;Bright Capital LLC;Techstars Central, LLC]",1489554,Dealangel INC,Software and Computer Services,True
"DealStruck, Inc.",4941468,"DealStruck, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [TVL Management Corporation]

Prior Sponsor-Backed [Peterson Partners, LLC;Simplexity Venture Studio Fund;Peterson Ventures, LLC;Community Investment Management LLC]",1252589,Dealstruck INC,Financial Services,True
"Dearborn Bancorp, Inc. (OTCPK:DEAR)",1024255,"Dearborn Bancorp, Inc.",Out of Business,Public Company,Never Sponsor-Backed,55895,Dearborn Bancorp Inc,Banks,False
"Debt Resolve, Inc. (OTCPK:DRV)",4106954,"Debt Resolve, Inc.",Operating,Private Company,Never Sponsor-Backed,47996,Debt Resolve Inc,Support Services (Industrial Goods and Services),False
"DebtFolio, Inc.",4330823,"DebtFolio, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Hub Angels Investment Group, LLC;KAHM Capital]",1300694,Debtfolio INC,Software and Computer Services,True
"Debut Broadcasting Corp., Inc. (OTCPK:DBTB)",4161882,"Debut Broadcasting Corp., Inc.",Operating,Private Company,Never Sponsor-Backed,55047,Debut Broadcasting Corp Inc,Media,True
Decide Inc.,4409178,Decide Inc.,Acquired,Private Company,"Prior Sponsor-Backed [WRF Capital;Maveron LLC;Vulcan Capital Management, Inc.;Capital Innovators, LLC;Cercano Management;Madrona Venture Group, LLC]",1087418,Decide INC,Personal and Household Goods,True
"Deffenbaugh Industries, Inc.",4188099,"Deffenbaugh Industries, Inc.",Operating Subsidiary,Private Company,Prior Sponsor-Backed [Apriori Capital Partners L.P.;aPriori Capital Partners],218618,Deffenbaugh Industries Inc,Support Services (Industrial Goods and Services),False
"Del Mar Datatrac, Inc.",4100071,"Del Mar Datatrac, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [TVC Capital;Timeline Ventures;Northgate Capital Group, L.L.C.]",1302099,DEL MAR Datatrac INC,Software and Computer Services,True
"Delanco Bancorp, Inc. (OTCPK:DLNO)",4086905,"Delanco Bancorp, Inc.",Acquired,Private Company,Prior Sponsor-Backed [Stilwell Value LLC],51171,Delanco Bancorp Inc,Banks,True
Delhi Bank Corp. (OTCPK:DWNX),1024472,Delhi Bank Corp.,Operating,Public Company,Never Sponsor-Backed,368266,Delhi Bank Corp,Financial Services,True
"dELiA*s, Inc. (OTCPK:DLIA.Q)",4217884,"dELiA*s, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [Tiger Global Management, LLC;North Run Capital, LP;Valinor Management, L.P.;P.A.W. Capital Partners, LP;Cooper Creek Partners Management LLC;Prentice Capital Management, LP;Flatbush Watermill Management, L.L.C.]",14611,dELiA*s Inc,Retail,False
"Delicious, Inc.",4287664,"Delicious, Inc.",Operating,Private Company,Never Sponsor-Backed,1488839,Delicious INC,Software and Computer Services,True
"Delivery Agent, Inc.",4261912,"Delivery Agent, Inc.",Liquidating,Private Company,"Pending or Current Sponsor-Backed [Hillair Capital Management LLC]

Prior Sponsor-Backed [Focus Ventures;Bessemer Venture Partners;WorldView Technology Partners, Inc.;Schroders Greencoat LLP;Newbury Ventures;Liberty Global Ventures Holding B.V.;Intel Capital Corporation;Ironwood Capital;Samsung Venture Investment Corporation;Grazia Equity GmbH;ATEL Ventures, Inc.;Coral Capital Management LLC;Partners for Growth Managers, LLC;Deutsche Telekom Strategic Investments GmbH;Cardinal Venture Capital;PFG Investments Pty Ltd;Deutsche Telekom Capital Partners Management GmbH;EchoVC Partners LLC]",204272,Delivery Agent Inc,Media | Retail,True
"Delmarva Bancshares, Inc. (OTCPK:DLMV)",4045515,"Delmarva Bancshares, Inc.",Acquired,Public Company,Prior Sponsor-Backed [Castle Creek Advisors VIII LLC;EJF Capital LLC],1254379,"Delmarva Bancshares, Inc.",Financial Services,True
"Delphi Financial Group, Inc. (NYSE:DFG)",103269,"Delphi Financial Group, Inc.",Operating Subsidiary,Private Company,Prior Sponsor-Backed [Rosenkranz & Company],9413,Delphi Financial Group Inc,Insurance,True
"deltathree, Inc. (OTCPK:DDDC)",4121455,"deltathree, Inc.",Operating Subsidiary,Private Company,Prior Sponsor-Backed [Invision AG;2BVentures LLC],44128,deltathree Inc,Telecommunications | Software and Computer Services,True
"Demandforce, Inc.",4323456,"Demandforce, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Floodgate Fund, LP;Palo Alto Venture Partners;Benchmark]",1306474,Demandforce INC,Software and Computer Services,True
"DeMarche Associates, Inc.",4117433,"DeMarche Associates, Inc.",Operating,Private Company,Never Sponsor-Backed,2641212,DeMarche Associates Inc,Support Services (Industrial Goods and Services),True
Denbury Inc. (NYSE:DEN),4010558,Denbury Inc.,Operating Subsidiary,Private Company,"Prior Sponsor-Backed [FMR LLC;BlackRock, Inc. (NYSE:BLK) (NYSE : BLK);Nuveen Investments, Inc. (NYSE:JNC) (NYSE : JNC);The Vanguard Group, Inc.;Capital Research and Management Company;EnCap Investments L.P.;TPG Capital, L.P.;Global Resource Masters Fund Limited (ASX:GRF) (ASX : GRF)]",2052672,Denbury Inc,Oil and Gas,True
"DePrince, Race & Zollo, Inc.",110794,"DePrince, Race & Zollo, Inc.",Operating,Private Company,Never Sponsor-Backed,117096,DePrince Race & Zollo Inc,Financial Services,False
Derivix Corp.,4332828,Derivix Corp.,Acquired,Private Company,"Prior Sponsor-Backed [JPMP Capital, LLC;Susquehanna Growth Equity, LLC;Susquehanna Private Equity Investments, LLC;Point72 Asset Management, L.P.]",1300884,Derivix Corp,Software and Computer Services,True
"Destination Cinema, Inc.",4154350,"Destination Cinema, Inc.",Operating Subsidiary,Private Company,"Pending or Current Sponsor-Backed [Stone-Goff Partners]

Prior Sponsor-Backed [Prism Capital Corporation;Sandler Capital Management;BIA Digital Partners LP]",1193008,Destination Cinema INC,Personal and Household Goods,True
"Detwiler Fenton Group, Inc. (OTCEM:DMCD)",4032598,"Detwiler Fenton Group, Inc.",Operating,Public Company,Never Sponsor-Backed,51798,Detwiler Fenton Group Inc,Financial Services,True
"Devon SFS Operating, Inc. (NYSE:SFS)",4011038,"Devon SFS Operating, Inc.",Acquired,Private Company,Prior Sponsor-Backed [GKH Partners],2390750,Devon SFS Operating Inc,Utilities,True
"DFA Capital Management, Inc.",4276406,"DFA Capital Management, Inc.",Operating,Private Company,Prior Sponsor-Backed [Longworth Venture Partners],1308349,DFA Capital Management INC,Software and Computer Services,True
Dharma Labs Inc.,8968423,Dharma Labs Inc.,Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Green Visor Capital Management Company, LLC;Passport Capital, LLC;Y Combinator Management, LLC;Cantos Ventures;Sparklabs Global;Polychain Capital LP;Protofund;FinTech Collective, Inc.;Blockchange Ventures;9Yards Capital Management LP;Green Nonce Management Company, LLC;V1.VC;Lemniscap;Coinbase Ventures;Collab+Currency]",620648,Dharma Labs Inc,Software and Computer Services | Retail | Financial Services,True
